"user_id","age","male","friend_cnt","avg_friend_age","avg_friend_male","friend_country_cnt","subscriber_friend_cnt","songsListened","lovedTracks","posts","playlists","shouts","delta_friend_cnt","delta_avg_friend_age","delta_avg_friend_male","delta_friend_country_cnt","delta_subscriber_friend_cnt","delta_songsListened","delta_lovedTracks","delta_posts","delta_playlists","delta_shouts","tenure","good_country","delta_good_country"
4983,22,1,29,23.56521739,0.551724138,3,2,50097,181,0,1,11,0,0.519762846,0,-1,1,1369,4,0,0,-1,51,0,0
5021,21,0,6,20.8,0.5,1,0,6391,155,0,0,9,0,0.2,0,0,0,0,0,0,0,0,25,0,0
5034,22,0,2,24,1,1,0,102,9,0,0,1,0,0,0,0,0,0,0,0,0,0,69,0,0
5089,22,1,9,21.375,0.714285714,5,0,40985,14,0,1,7,0,0.25,0,0,0,836,0,0,0,0,64,0,0
5110,26,0,41,28,0.870967742,15,3,3517,63,8,1,868,-1,-0.034482759,-0.004032258,0,0,370,0,0,0,4,72,0,0
5278,26,1,17,25.9,0.733333333,9,0,14066,29,1,1,12,0,0.5,0,0,0,0,0,0,0,0,59,1,0
5353,24,1,27,22.3125,0.260869565,3,0,46443,1,0,0,13,-1,0.3125,-0.030797101,0,0,1197,0,0,0,0,44,0,0
5385,54,1,4,27.33333333,0.666666667,1,0,2977,0,0,1,0,0,0.666666667,0,0,0,0,0,0,0,0,44,0,0
5430,22,0,5,29.66666667,1,2,0,5886,0,0,1,8,0,0.333333333,0,0,0,0,0,0,0,0,46,0,0
5568,25,1,13,27.75,0.5,1,0,5669,0,0,1,6,0,0,0,0,0,0,0,0,0,0,35,0,0
5569,30,1,85,31.52173913,0.881355932,16,6,47474,373,0,1,58,-2,-0.019927536,-0.020283412,1,-1,1177,3,0,0,0,61,1,0
5614,22,1,2,21.5,1,1,0,11988,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85,0,0
5687,22,1,8,19.375,0.285714286,2,0,4017,32,0,1,3,1,-0.482142857,-0.047619048,0,0,131,0,0,0,0,19,0,0
5732,21,1,6,24.75,0.75,3,0,49862,64,0,1,8,0,0.25,0,0,0,136,0,0,0,0,62,1,0
5785,22,1,4,21.66666667,1,1,0,2365,29,0,1,4,-1,0.666666667,0.333333333,0,0,0,0,0,0,0,32,1,0
5802,24,0,11,20.5,0.8,1,0,6977,117,0,1,4,1,0.611111111,0.022222222,0,0,0,0,0,0,0,35,0,0
5811,22,1,4,23,0,1,0,23262,4,0,1,4,0,0.25,0,0,-1,0,0,0,0,0,63,1,0
5880,20,0,22,22.76470588,0.55,4,0,128,0,0,1,16,0,0.235294118,0,0,0,0,0,0,0,0,59,0,0
6027,34,1,2,33,1,1,0,581,12,0,1,3,0,0,0,0,0,0,0,0,0,0,50,0,0
6245,19,1,6,25.4,0.75,3,0,782,2,2,1,0,0,0.4,0,0,0,0,0,0,0,0,64,0,0
6355,27,1,36,29.66666667,0.692307692,7,1,65529,32,0,1,11,-1,0.257575758,-0.011396011,0,0,3163,1,0,0,0,52,0,0
6507,19,0,1,20,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0
6578,17,1,2,20,0,2,0,3385,243,0,0,12,1,0,0,1,0,758,16,0,0,2,31,0,0
6853,25,0,49,24.26190476,0.47826087,3,1,47885,60,2,0,188,-3,0.23968254,-0.011535049,0,-1,4352,0,0,0,1,74,1,0
6902,26,0,1,28,1,1,0,2460,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,1,0
7026,19,1,17,18.72727273,0.666666667,3,0,24580,621,0,0,5,2,0.616161616,0.051282051,0,0,1789,-3,0,0,0,59,0,0
7084,22,0,7,25,0.571428571,3,0,29786,5,0,0,0,0,0.5,0,0,0,620,1,0,0,-6,65,0,0
7140,25,1,6,22.83333333,0.5,1,0,2689,3,0,0,2,0,0.166666667,0,0,0,0,0,0,0,0,77,1,0
7143,18,0,7,24.83333333,0.5,4,0,12620,0,9,0,25,0,0,0,0,0,0,0,0,0,0,67,1,0
7170,20,1,1,20,1,1,0,0,13,0,1,3,0,0,0,0,0,0,0,0,0,0,30,0,0
7277,20,0,13,21.4,0.9,3,0,19290,104,0,0,16,0,0.4,0,-1,0,259,0,0,0,0,43,0,0
7282,20,0,2,20.5,0.5,1,0,1524,3,0,0,0,0,0.5,0,0,0,285,1,0,0,0,8,0,0
7295,44,1,7,23.4,0.666666667,1,0,5374,9,0,0,1,4,-9.1,0,0,0,4001,3,0,0,0,7,0,0
7309,17,1,7,19.83333333,0.666666667,3,0,9862,93,0,1,10,0,0.166666667,0,0,0,0,0,0,0,0,49,1,0
7346,19,0,8,22,0.571428571,4,0,16403,1,3,0,23,0,0.5,0,0,0,0,0,0,0,0,76,0,0
7408,33,0,15,30.33333333,0.846153846,5,0,18141,12,10,1,3,0,0.444444444,0,0,0,0,0,0,0,0,62,0,0
7461,26,1,2,26,1,1,0,1649,5,0,1,5,0,0.5,0,0,0,0,0,0,0,0,59,0,0
7614,20,0,2,20,1,2,0,738,3,0,0,1,0,1,0,0,0,0,0,0,0,0,43,0,0
7637,20,1,17,20.30769231,0.923076923,4,0,11844,34,1,0,9,0,0.230769231,-0.076923077,0,0,202,0,0,0,0,61,1,0
7645,21,0,61,23.53846154,0.56,7,1,30568,4,0,0,74,0,0.307692308,0,0,1,488,1,0,0,0,66,1,0
7697,25,1,2,21,0,1,0,1316,12,20,0,0,0,0,0,0,0,0,0,0,0,0,74,1,0
8017,20,1,76,22.5,0.681818182,21,2,110229,431,1,1,66,6,-0.160377358,-0.011730205,2,1,5354,17,0,0,23,57,0,0
8199,25,1,2,23,0,1,0,1674,16,0,1,3,0,1,0,0,0,0,0,0,0,0,42,1,0
8369,32,1,6,33.33333333,1,3,0,1870,0,0,0,3,0,0,0,0,0,0,0,0,0,0,59,0,0
8509,24,1,24,24.78947368,0.636363636,3,0,31781,802,24,0,290,-1,0.368421053,-0.015810277,0,0,94,0,0,0,0,73,0,0
8543,23,1,6,19,0.8,5,0,5033,85,0,0,1,0,0.5,0,0,0,0,2,0,0,0,19,0,0
8580,25,0,17,24.93333333,0.6875,5,0,20679,125,0,1,1,0,0.076190476,0,0,0,335,0,0,0,0,72,1,0
8602,21,1,74,22.81666667,0.712121212,9,0,17180,3,61,1,45,-1,0.259289618,-0.004296698,0,0,1797,0,0,0,0,60,0,0
8741,18,0,24,21.11111111,0.45,8,0,52021,202,0,1,6,0,0.222222222,0,0,0,1645,4,0,0,0,59,0,0
8870,29,0,25,28.65,0.454545455,8,2,21268,107,1,2,24,0,0.35,0,0,0,521,8,0,0,0,60,0,0
9049,28,1,53,26.25,0.636363636,9,0,28335,37,17,1,37,-1,0.518292683,0.014141414,0,-1,0,0,0,0,0,67,0,0
9087,28,0,4,29.5,0.333333333,1,0,61231,198,0,0,1,0,0,0,0,0,2441,2,0,0,0,76,0,0
9100,24,1,3,23.66666667,0.333333333,2,0,5492,0,0,1,16,0,0.333333333,0,0,0,0,0,0,0,0,65,0,0
9142,41,1,2,23,1,2,0,2171,2,0,1,8,0,0,0,0,0,0,0,0,0,0,59,0,0
9171,25,1,7,25.66666667,0.8,1,0,372,0,0,1,3,0,0.333333333,0,0,0,0,0,0,0,0,63,0,0
9181,22,0,15,23,0.857142857,7,0,13680,102,52,1,127,0,0.363636364,0,0,0,0,0,0,0,0,66,0,0
9370,16,1,8,16.625,1,2,0,45122,13,0,0,0,0,0.125,0,0,0,1742,0,0,0,0,38,0,0
9384,20,1,4,20,0,1,0,21605,3,3,1,30,0,0.333333333,0,0,0,0,0,0,0,0,57,0,0
9419,22,0,3,23,1,1,0,3147,21,0,1,3,0,0,0,0,0,0,0,0,0,0,62,0,0
9465,21,1,22,23.23076923,0.384615385,4,0,9377,0,15,1,2,0,0.307692308,0,0,0,0,0,0,0,0,85,1,0
9476,17,0,15,17.88888889,0.8,3,0,5874,179,1,0,25,0,0.222222222,0,0,0,230,0,0,0,0,10,0,0
9477,23,1,33,22.64285714,0.275862069,6,0,15985,39,0,1,11,1,-0.097883598,-0.045566502,-1,0,199,0,0,0,0,41,0,0
9478,24,1,7,25.4,0.5,1,0,8238,52,3,0,20,0,0.4,0,0,0,0,0,0,0,0,66,0,0
9499,27,1,3,27,0,1,0,706,0,0,1,7,0,0.666666667,0,0,0,0,0,0,0,0,50,0,0
9571,23,0,5,22.5,0.666666667,3,0,61,0,0,0,13,0,0.5,0,0,0,0,0,0,0,0,35,0,0
9573,22,1,2,28,1,1,0,977,18,0,1,2,0,0,0,0,0,0,0,0,0,0,61,0,0
9683,21,1,21,21.94117647,0.52631579,5,0,10129,17,6,1,67,1,-0.058823529,-0.029239766,0,0,7,0,0,0,1,62,0,0
9717,22,1,2,21,1,1,0,2319,0,1,0,4,0,0,0,0,0,0,0,0,0,0,44,0,0
9724,23,1,5,23.2,0.6,2,1,16977,1,0,0,1,1,-0.3,0.1,0,1,1208,0,0,0,0,75,0,0
9730,21,1,5,19,0,1,0,3977,167,2,0,3,0,0,0,0,0,0,0,0,0,0,59,1,0
9743,21,0,10,22.14285714,0.444444444,4,1,4528,48,2,0,3,0,-0.657142857,-0.180555556,-2,0,382,4,0,0,0,37,0,0
9848,25,1,5,23.5,0.25,3,0,16139,2,0,3,0,-1,1.1,0.05,-1,0,28,0,0,0,0,64,0,0
9855,24,1,3,25,1,1,0,225,8,2,0,1,0,0,0,0,0,0,0,0,0,0,62,0,0
9876,22,0,3,20,0.666666667,2,0,109,167,13,1,0,0,0,0,0,0,0,0,0,0,0,69,1,0
9917,21,0,3,24.66666667,1,1,0,3104,0,0,1,1,0,0,0,0,0,0,0,0,0,0,47,0,0
9927,19,1,8,21,0.666666667,3,1,42719,0,0,0,0,2,-1,-0.083333333,1,1,4617,0,0,0,0,7,0,0
10215,21,0,142,19.71428571,0.46969697,32,0,175191,14,2,1,27,-1,0.2470726,0.01043771,-1,-2,8407,0,0,0,0,67,0,0
10222,27,1,2,27,0.5,2,0,2774,149,0,1,3,0,0,0,0,0,0,0,0,0,0,48,0,0
10276,21,1,1,21,0,1,0,9638,33,0,0,2,0,0,0,0,0,2757,6,0,0,0,11,0,0
10291,21,0,8,22,1,4,0,169,3,0,1,5,0,0.428571429,0,0,0,0,0,0,0,0,67,0,0
10304,27,0,163,24.39837398,0.744827586,23,8,142419,956,39,0,517,5,0.406777345,-0.023288356,-2,-1,2319,79,0,0,4,74,1,0
10338,24,1,3,24,1,1,0,8860,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0
10365,20,0,7,24,0.666666667,3,0,6025,0,0,0,9,0,0.25,0,0,0,0,0,0,0,0,64,0,0
10405,46,1,42,31.06451613,0.870967742,9,2,104421,7435,46,1,46,9,1.519061584,0.037634409,2,1,8543,451,0,0,0,63,1,0
10508,28,1,28,26.8,0.583333333,2,1,15958,42,1,0,8,1,-0.04,-0.025362319,0,1,28,0,0,0,-1,79,0,0
10537,27,1,6,23,0.75,1,0,1981,0,0,0,2,0,0.25,0,0,0,0,0,0,0,0,31,0,0
10585,21,0,19,22.5625,0.263157895,3,1,25625,9,0,0,5,0,0.5,0,0,0,0,0,0,0,0,72,1,0
10590,21,1,16,20.83333333,0.428571429,3,0,62550,159,1,1,53,0,0.083333333,0,0,0,0,0,0,0,0,65,1,0
10599,30,1,30,33.5,0.666666667,2,0,94333,246,1,0,8,0,0.5,0,0,0,2818,3,0,0,0,66,1,0
10607,21,0,1,19,1,1,0,1851,1270,0,1,0,0,1,0,0,0,0,0,0,0,0,66,1,0
10725,27,1,1,25,0,1,0,284,34,0,1,1,0,0,0,0,0,0,0,0,0,0,43,0,0
10741,20,0,1,20,0,1,0,280,3,0,1,5,0,0,0,0,0,0,0,0,0,0,51,0,0
10792,41,1,6,35.8,1,4,3,307,1,0,0,2,3,-3.2,0,1,2,88,1,0,0,0,9,1,0
10844,24,1,1,24,0,1,0,5904,0,0,1,2,0,1,0,0,0,1869,0,0,0,0,22,0,0
10949,22,0,3,30,1,2,0,198,0,0,1,4,0,0.333333333,0,0,0,0,0,0,0,0,53,0,0
10957,15,0,7,18,0.2,2,0,19,0,0,0,2,0,1,0,0,0,0,0,0,0,0,23,0,0
10983,21,1,2,21.5,1,1,0,1328,0,0,0,3,0,0.5,0,0,0,0,0,0,0,0,51,0,0
11043,23,0,10,23,0.333333333,2,1,9445,0,0,1,3,0,0,0,0,1,0,0,0,0,0,57,0,0
11199,26,1,7,23.66666667,0.8,4,0,30999,11,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,40,0,0
11214,41,1,21,33.33333333,0.222222222,7,1,26955,103,0,1,26,0,0.266666667,0,0,0,41,0,0,0,0,43,1,0
11249,23,1,3,21.5,0.5,1,0,16455,31,0,1,2,0,1,0,0,0,0,0,0,0,0,53,0,0
11293,21,1,3,24.33333333,0,3,0,25,13,0,1,2,0,0.666666667,0,0,0,0,0,0,0,0,42,0,0
11299,20,1,1,21,1,1,0,74,1,0,1,2,0,1,0,0,0,0,0,0,0,0,44,0,0
11320,26,0,1,30,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,56,0,0
11336,24,1,8,22,0,1,0,10230,35,0,1,1,0,0.4,0,0,0,704,0,0,0,0,56,1,0
11694,17,1,14,19.33333333,0.714285714,3,0,16012,56,0,0,26,0,0.5,0,0,0,0,0,0,0,0,27,0,0
11747,14,0,1,20,0,1,0,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,50,0,0
11775,35,0,25,34.9375,0.590909091,5,1,11098,10,1,1,10,0,0.0625,0,0,1,0,0,0,0,0,53,0,0
11793,17,1,116,18.55,0.407407407,33,1,29038,166,1,0,259,-2,0.098780488,0.016498317,2,-1,4424,25,0,0,19,18,0,0
11872,14,0,11,19.71428571,0.625,2,0,1361,19,0,0,2,6,1.714285714,0.125,1,0,602,13,0,0,1,20,0,0
12114,21,0,2,20,0.5,2,0,1045,1167,0,0,0,1,0,-0.5,1,0,0,0,0,0,0,26,1,0
12119,19,0,18,21.125,0.066666667,4,0,20522,0,0,0,33,0,0.25,0,0,0,0,0,0,0,0,71,1,0
12197,20,0,27,20.60869565,0.615384615,8,0,16176,43,4,1,62,5,0.135011442,0.091575092,0,0,8747,7,0,0,16,14,0,0
12335,25,1,3,25,1,1,0,9855,20,1,1,1,0,0.5,0,0,0,0,0,0,0,0,76,0,0
12349,25,1,5,19.66666667,1,2,0,2001,0,0,0,1,0,0,0,0,0,474,0,0,0,0,14,0,0
12361,18,0,15,19.2,0.416666667,8,0,5564,209,0,1,105,-1,0.3,-0.083333333,0,0,51,1,0,0,0,39,1,0
12383,20,0,10,21.44444444,0.857142857,1,0,11312,70,0,1,2,3,0.777777778,0.057142857,0,0,182,2,0,0,-1,50,1,0
12458,21,0,1,32,1,1,0,145,0,0,0,2,0,0,0,0,0,0,0,0,0,0,60,1,0
12469,22,0,35,22.37931035,0.483870968,4,0,22310,15,0,1,332,4,0.179310345,-0.016129032,-1,0,248,0,0,0,2,59,0,0
12498,34,0,3,30.5,0.666666667,1,0,5928,32,0,1,1,0,0.5,0,0,0,226,0,0,0,0,50,1,0
12530,20,1,2,22,0,1,0,1915,0,0,0,2,0,0.5,0,0,0,0,0,0,0,0,39,0,0
12581,24,1,3,23,1,2,0,44577,85,0,1,8,0,0.666666667,0,0,0,255,1,0,0,0,43,0,0
12744,16,1,9,16.83333333,0.625,1,0,22152,15,0,1,1,0,0.5,0,0,0,257,0,0,0,0,31,0,0
12897,30,1,35,31.95238095,0.931034483,1,0,33581,119,0,1,2,0,0.238095238,0,0,0,1114,0,0,0,0,49,1,0
12935,20,0,43,20.84615385,0.525,1,0,61068,267,1,1,71,2,0.267206478,0.012179487,0,0,5661,10,0,0,0,56,0,0
12991,22,1,16,22.92307692,0.533333333,8,0,22948,300,0,0,8,2,0.286713287,-0.005128205,0,0,3045,2,0,0,-1,67,1,0
13018,28,1,1,23,1,1,0,566,5,0,0,2,0,0,0,0,0,0,0,0,0,0,48,0,0
13069,22,1,16,22,0.785714286,1,0,19491,0,2,1,24,0,0.142857143,0,0,0,0,0,0,0,0,63,0,0
13140,20,0,17,19.64285714,0.375,1,0,1648,21,0,0,8,-1,0.205357143,-0.036764706,0,0,218,3,0,0,0,17,0,0
13168,19,0,3,33.5,1,2,0,506,0,0,0,2,0,0,0,0,0,0,0,0,0,0,48,0,0
13188,44,0,7,41.33333333,0.333333333,7,0,15163,97,0,0,7,1,-2.466666667,-0.066666667,1,0,133,7,0,0,1,60,0,0
13204,20,1,1,20,0,1,0,498,12,0,1,1,0,1,0,0,0,0,0,0,0,0,7,0,0
13271,22,0,13,23.2,0.3,1,0,14358,0,0,0,6,0,0.2,0,0,0,0,0,0,0,0,71,1,0
